id,hh_id,age,gender,pm25_baseline,pm25_scenario,RR,increment
545,218,59,Male,13.33416495,6.464587157,1.1,5
546,218,72,Female,13.33416495,6.464587157,1.1,5
547,219,62,Male,20,6,1.1,5
548,219,35,Male,20,6,1.1,5
549,219,69,Male,20,6,1.1,5
550,220,74,Female,15.85927326,6.26329485,1.1,5
551,220,36,Male,15.85927326,6.26329485,1.1,5
552,221,80,Male,15.37894758,6,1.1,5
553,221,53,Female,15.37894758,6,1.1,5
554,221,60,Female,15.37894758,6,1.1,5
555,222,67,Male,18.81680034,6,1.1,5
556,222,57,Male,18.81680034,6,1.1,5
557,223,37,Female,12.84460134,6,1.1,5
558,223,71,Male,12.84460134,6,1.1,5
559,224,58,Male,13.64898413,9.108644544,1.1,5
560,224,66,Female,13.64898413,9.108644544,1.1,5
561,225,47,Female,20,6,1.1,5
562,225,43,Female,20,6,1.1,5
563,225,51,Female,20,6,1.1,5
564,226,48,Female,15.03338756,8.578919706,1.1,5
565,226,65,Female,15.03338756,8.578919706,1.1,5
566,226,42,Male,15.03338756,8.578919706,1.1,5
567,227,71,Male,19.90070526,10.0329812,1.1,5
568,227,46,Male,19.90070526,10.0329812,1.1,5
569,228,54,Female,10.68448007,6.616450382,1.1,5
570,228,39,Male,10.68448007,6.616450382,1.1,5
571,229,74,Male,14.42844959,7.567757813,1.1,5
572,229,69,Female,14.42844959,7.567757813,1.1,5
573,229,39,Female,14.42844959,7.567757813,1.1,5
574,230,42,Female,16.13527171,6,1.1,5
575,230,78,Male,16.13527171,6,1.1,5
576,231,71,Male,15.90011564,6,1.1,5
577,231,60,Male,15.90011564,6,1.1,5
578,232,59,Female,11.98309122,7.112429699,1.1,5
579,232,76,Female,11.98309122,7.112429699,1.1,5
580,232,56,Male,11.98309122,7.112429699,1.1,5
581,233,65,Female,15.05777782,7.598173807,1.1,5
582,233,43,Male,15.05777782,7.598173807,1.1,5
583,233,43,Male,15.05777782,7.598173807,1.1,5
584,234,51,Female,11.76773804,6,1.1,5
585,234,75,Male,11.76773804,6,1.1,5
586,235,76,Female,17.13810998,12.369718,1.1,5
587,235,58,Female,17.13810998,12.369718,1.1,5
588,235,71,Female,17.13810998,12.369718,1.1,5
589,236,45,Male,18.25432527,6.083219722,1.1,5
590,236,66,Male,18.25432527,6.083219722,1.1,5
591,236,50,Male,18.25432527,6.083219722,1.1,5
592,237,80,Female,9,7.128487113,1.1,5
593,237,61,Female,9,7.128487113,1.1,5
594,237,62,Female,9,7.128487113,1.1,5
595,238,65,Male,18.70708039,8.299583734,1.1,5
596,238,48,Male,18.70708039,8.299583734,1.1,5
597,238,47,Female,18.70708039,8.299583734,1.1,5
598,239,48,Male,11.27686651,6.94796273,1.1,5
599,239,73,Male,11.27686651,6.94796273,1.1,5
600,239,65,Male,11.27686651,6.94796273,1.1,5
601,240,44,Male,16.36430781,6,1.1,5
602,240,63,Female,16.36430781,6,1.1,5
603,241,62,Male,16.97970791,9.090611328,1.1,5
604,241,43,Male,16.97970791,9.090611328,1.1,5
605,242,47,Female,14.40033052,10.23109065,1.1,5
606,242,48,Female,14.40033052,10.23109065,1.1,5
607,242,39,Male,14.40033052,10.23109065,1.1,5
608,243,60,Female,13.06465813,6.940612058,1.1,5
609,243,47,Male,13.06465813,6.940612058,1.1,5
610,244,48,Female,15.49596306,8.124534691,1.1,5
611,244,42,Male,15.49596306,8.124534691,1.1,5
612,244,41,Male,15.49596306,8.124534691,1.1,5
613,245,69,Male,16.3164561,6.805175003,1.1,5
614,245,79,Female,16.3164561,6.805175003,1.1,5
615,246,80,Male,17.64990846,9.032910435,1.1,5
616,246,47,Male,17.64990846,9.032910435,1.1,5
617,247,79,Female,9,6,1.1,5
618,247,80,Male,9,6,1.1,5
619,248,52,Female,10.0908622,11.64172045,1.1,5
620,248,54,Female,10.0908622,11.64172045,1.1,5
621,248,66,Female,10.0908622,11.64172045,1.1,5
622,249,77,Female,19.29120702,6,1.1,5
623,249,42,Male,19.29120702,6,1.1,5
624,249,42,Female,19.29120702,6,1.1,5
625,250,49,Male,18.13988654,6,1.1,5
626,250,67,Female,18.13988654,6,1.1,5
627,250,55,Female,18.13988654,6,1.1,5
628,251,75,Female,16.30586685,6.298164346,1.1,5
629,251,78,Male,16.30586685,6.298164346,1.1,5
630,252,51,Male,17.14553522,7.293416968,1.1,5
631,252,79,Female,17.14553522,7.293416968,1.1,5
632,252,67,Female,17.14553522,7.293416968,1.1,5
633,253,57,Male,17.75152475,10.24724242,1.1,5
634,253,40,Female,17.75152475,10.24724242,1.1,5
635,253,51,Female,17.75152475,10.24724242,1.1,5
636,254,62,Female,9,8.822419354,1.1,5
637,254,72,Female,9,8.822419354,1.1,5
638,255,38,Male,18.33083129,7.284916864,1.1,5
639,255,44,Male,18.33083129,7.284916864,1.1,5
640,256,63,Male,13.54503721,6,1.1,5
641,256,57,Female,13.54503721,6,1.1,5
642,257,36,Female,15.69185049,6,1.1,5
643,257,62,Female,15.69185049,6,1.1,5
644,258,41,Female,14.1145266,6.673430136,1.1,5
645,258,52,Male,14.1145266,6.673430136,1.1,5
646,259,75,Female,17.61589486,12.10605223,1.1,5
647,259,35,Female,17.61589486,12.10605223,1.1,5
648,259,45,Male,17.61589486,12.10605223,1.1,5
649,260,42,Male,13.95458265,6,1.1,5
650,260,48,Male,13.95458265,6,1.1,5
651,261,42,Male,16.5555113,9.262109304,1.1,5
652,261,42,Female,16.5555113,9.262109304,1.1,5
653,261,41,Male,16.5555113,9.262109304,1.1,5
654,262,42,Female,13.82794506,6,1.1,5
655,262,43,Female,13.82794506,6,1.1,5
656,262,72,Male,13.82794506,6,1.1,5
657,263,77,Male,11.72163837,10.3319818,1.1,5
658,263,76,Female,11.72163837,10.3319818,1.1,5
659,263,71,Male,11.72163837,10.3319818,1.1,5
660,264,43,Female,18.63003153,6,1.1,5
661,264,37,Male,18.63003153,6,1.1,5
662,265,68,Male,17.22270003,7.287246469,1.1,5
663,265,69,Male,17.22270003,7.287246469,1.1,5
664,265,35,Female,17.22270003,7.287246469,1.1,5
665,266,74,Female,20,6,1.1,5
666,266,37,Female,20,6,1.1,5
667,267,66,Female,15.1954618,8.807032853,1.1,5
668,267,40,Female,15.1954618,8.807032853,1.1,5
669,267,74,Male,15.1954618,8.807032853,1.1,5
670,268,49,Female,18.37500824,9.967558977,1.1,5
671,268,51,Male,18.37500824,9.967558977,1.1,5
672,269,65,Female,20,10.90144201,1.1,5
673,269,54,Male,20,10.90144201,1.1,5
674,270,53,Female,14.15555365,8.595201315,1.1,5
675,270,52,Female,14.15555365,8.595201315,1.1,5
676,271,69,Female,11.03114666,10.68653251,1.1,5
677,271,50,Male,11.03114666,10.68653251,1.1,5
678,272,63,Male,14.2819453,9.492847817,1.1,5
679,272,45,Female,14.2819453,9.492847817,1.1,5
680,273,39,Male,14.35787628,6.736250176,1.1,5
681,273,46,Male,14.35787628,6.736250176,1.1,5
682,274,37,Female,15.45504151,7.954074477,1.1,5
683,274,72,Male,15.45504151,7.954074477,1.1,5
684,274,70,Male,15.45504151,7.954074477,1.1,5
685,275,64,Female,20,6,1.1,5
686,275,62,Female,20,6,1.1,5
687,276,55,Male,14.02156832,6.629595661,1.1,5
688,276,66,Male,14.02156832,6.629595661,1.1,5
689,276,44,Female,14.02156832,6.629595661,1.1,5
690,277,54,Male,16.11901397,9.441927417,1.1,5
691,277,75,Female,16.11901397,9.441927417,1.1,5
692,278,76,Male,14.31694781,8.082568287,1.1,5
693,278,64,Male,14.31694781,8.082568287,1.1,5
694,279,45,Male,15.06135213,7.914714663,1.1,5
695,279,62,Male,15.06135213,7.914714663,1.1,5
696,280,52,Female,15.94217299,6,1.1,5
697,280,36,Female,15.94217299,6,1.1,5
698,281,55,Male,18.98464409,6,1.1,5
699,281,71,Male,18.98464409,6,1.1,5
700,281,71,Male,18.98464409,6,1.1,5
701,282,53,Male,15.36395513,6,1.1,5
702,282,49,Male,15.36395513,6,1.1,5
703,282,62,Female,15.36395513,6,1.1,5
704,283,58,Female,17.13852696,7.79059174,1.1,5
705,283,68,Female,17.13852696,7.79059174,1.1,5
706,284,76,Female,17.33658009,6,1.1,5
707,284,54,Male,17.33658009,6,1.1,5
708,285,72,Male,17.74431981,8.12408278,1.1,5
709,285,39,Female,17.74431981,8.12408278,1.1,5
710,286,52,Female,13.27681634,6,1.1,5
711,286,61,Female,13.27681634,6,1.1,5
712,286,75,Female,13.27681634,6,1.1,5
713,287,65,Male,19.88064364,10.65706092,1.1,5
714,287,45,Male,19.88064364,10.65706092,1.1,5
715,287,63,Male,19.88064364,10.65706092,1.1,5
716,288,35,Female,13.85712978,7.921182699,1.1,5
717,288,41,Female,13.85712978,7.921182699,1.1,5
718,288,80,Female,13.85712978,7.921182699,1.1,5
719,289,74,Male,14.6826475,6,1.1,5
720,289,69,Female,14.6826475,6,1.1,5
721,290,47,Female,19.2121508,7.482091865,1.1,5
722,290,50,Male,19.2121508,7.482091865,1.1,5
723,290,62,Female,19.2121508,7.482091865,1.1,5
724,291,67,Female,18.88225172,6.295093602,1.1,5
725,291,71,Female,18.88225172,6.295093602,1.1,5
726,292,42,Male,11.73002438,7.74229592,1.1,5
727,292,38,Male,11.73002438,7.74229592,1.1,5
728,293,78,Female,12.380787,7.487065438,1.1,5
729,293,77,Male,12.380787,7.487065438,1.1,5
730,294,45,Female,10.92576282,6,1.1,5
731,294,44,Male,10.92576282,6,1.1,5
732,295,41,Female,15.54554158,6,1.1,5
733,295,55,Male,15.54554158,6,1.1,5
734,296,80,Female,15.4945226,7.599187369,1.1,5
735,296,45,Female,15.4945226,7.599187369,1.1,5
736,296,36,Female,15.4945226,7.599187369,1.1,5
737,297,47,Female,16.09234406,10.27810382,1.1,5
738,297,59,Male,16.09234406,10.27810382,1.1,5
739,297,57,Female,16.09234406,10.27810382,1.1,5
740,298,54,Female,16.65647314,9.169234017,1.1,5
741,298,38,Female,16.65647314,9.169234017,1.1,5
742,298,69,Female,16.65647314,9.169234017,1.1,5
743,299,44,Male,13.19432146,6,1.1,5
744,299,35,Female,13.19432146,6,1.1,5
745,300,54,Male,12.01890423,8.651845803,1.1,5
746,300,53,Female,12.01890423,8.651845803,1.1,5
747,301,73,Female,18.08035517,6.902863294,1.1,5
748,301,73,Female,18.08035517,6.902863294,1.1,5
749,301,66,Male,18.08035517,6.902863294,1.1,5
750,302,66,Female,17.25318391,7.602627303,1.1,5
751,302,73,Female,17.25318391,7.602627303,1.1,5
752,302,71,Female,17.25318391,7.602627303,1.1,5
753,303,76,Female,10.47250039,7.520722981,1.1,5
754,303,65,Male,10.47250039,7.520722981,1.1,5
755,304,56,Male,14.71455765,12.15089953,1.1,5
756,304,55,Male,14.71455765,12.15089953,1.1,5
757,304,62,Male,14.71455765,12.15089953,1.1,5
758,305,48,Female,12.31215653,6,1.1,5
759,305,59,Female,12.31215653,6,1.1,5
760,306,67,Female,9,7.201839718,1.1,5
761,306,71,Female,9,7.201839718,1.1,5
762,307,46,Female,15.45036039,6,1.1,5
763,307,54,Male,15.45036039,6,1.1,5
764,307,41,Female,15.45036039,6,1.1,5
765,308,62,Male,14.76236487,8.179671846,1.1,5
766,308,67,Female,14.76236487,8.179671846,1.1,5
767,309,75,Male,14.7078922,9.193216943,1.1,5
768,309,56,Female,14.7078922,9.193216943,1.1,5
769,310,57,Female,15.64845763,9.891324482,1.1,5
770,310,57,Male,15.64845763,9.891324482,1.1,5
771,311,57,Male,17.64739549,6,1.1,5
772,311,75,Male,17.64739549,6,1.1,5
773,311,54,Male,17.64739549,6,1.1,5
774,312,78,Female,15.61679251,7.825538994,1.1,5
775,312,44,Female,15.61679251,7.825538994,1.1,5
776,313,37,Male,13.15069247,10.1867399,1.1,5
777,313,43,Female,13.15069247,10.1867399,1.1,5
778,313,61,Male,13.15069247,10.1867399,1.1,5
779,314,45,Female,12.79560224,6.171968274,1.1,5
780,314,73,Female,12.79560224,6.171968274,1.1,5
781,315,51,Male,14.60459162,6.575698936,1.1,5
782,315,38,Male,14.60459162,6.575698936,1.1,5
783,315,75,Female,14.60459162,6.575698936,1.1,5
784,316,62,Female,15.93005096,6.926925556,1.1,5
785,316,65,Male,15.93005096,6.926925556,1.1,5
786,316,67,Female,15.93005096,6.926925556,1.1,5
787,317,77,Female,11.88095894,7.730037503,1.1,5
788,317,67,Female,11.88095894,7.730037503,1.1,5
789,317,64,Male,11.88095894,7.730037503,1.1,5
790,318,57,Male,14.44707339,8.330319751,1.1,5
791,318,71,Female,14.44707339,8.330319751,1.1,5
792,318,51,Male,14.44707339,8.330319751,1.1,5
793,319,74,Female,17.90180178,9.635641767,1.1,5
794,319,51,Female,17.90180178,9.635641767,1.1,5
795,320,38,Female,14.67515973,6.809024819,1.1,5
796,320,57,Female,14.67515973,6.809024819,1.1,5
797,321,57,Female,12.904738,7.392556091,1.1,5
798,321,62,Female,12.904738,7.392556091,1.1,5
799,322,50,Female,14.17216449,11.97599575,1.1,5
800,322,46,Male,14.17216449,11.97599575,1.1,5
801,322,66,Female,14.17216449,11.97599575,1.1,5
802,323,37,Male,18.34394564,7.862197856,1.1,5
803,323,41,Female,18.34394564,7.862197856,1.1,5
804,324,76,Female,16.65013188,7.377506219,1.1,5
805,324,37,Female,16.65013188,7.377506219,1.1,5
806,325,54,Female,18.7100274,6,1.1,5
807,325,53,Male,18.7100274,6,1.1,5
808,325,38,Male,18.7100274,6,1.1,5
809,326,60,Female,15.41729357,7.005712095,1.1,5
810,326,42,Female,15.41729357,7.005712095,1.1,5
811,327,49,Female,16.23082529,6.557347694,1.1,5
812,327,59,Female,16.23082529,6.557347694,1.1,5
813,328,43,Female,13.32462926,6.97790834,1.1,5
814,328,47,Female,13.32462926,6.97790834,1.1,5
815,328,77,Male,13.32462926,6.97790834,1.1,5
816,329,80,Female,16.81611201,6,1.1,5
817,329,71,Female,16.81611201,6,1.1,5
818,330,65,Male,13.48099937,6,1.1,5
819,330,77,Female,13.48099937,6,1.1,5
820,330,39,Male,13.48099937,6,1.1,5
821,331,58,Female,10.73830349,6,1.1,5
822,331,56,Male,10.73830349,6,1.1,5
823,331,67,Male,10.73830349,6,1.1,5
824,332,68,Male,15.3839789,6.570990969,1.1,5
825,332,70,Female,15.3839789,6.570990969,1.1,5
826,332,72,Female,15.3839789,6.570990969,1.1,5
827,333,39,Male,20,9.736265296,1.1,5
828,333,61,Female,20,9.736265296,1.1,5
829,334,53,Male,17.40274302,9.098173253,1.1,5
830,334,46,Male,17.40274302,9.098173253,1.1,5
831,335,67,Male,18.49576017,6.280049764,1.1,5
832,335,44,Male,18.49576017,6.280049764,1.1,5
833,336,65,Female,16.07656717,6,1.1,5
834,336,70,Female,16.07656717,6,1.1,5
835,337,44,Female,13.17432847,6,1.1,5
836,337,49,Female,13.17432847,6,1.1,5
837,337,62,Male,13.17432847,6,1.1,5
838,338,70,Female,14.39327743,6.084478934,1.1,5
839,338,60,Male,14.39327743,6.084478934,1.1,5
840,339,42,Male,14.18025568,7.207276008,1.1,5
841,339,56,Female,14.18025568,7.207276008,1.1,5
842,340,80,Female,13.59390066,6,1.1,5
843,340,42,Male,13.59390066,6,1.1,5
844,341,76,Female,17.11250185,11.01336138,1.1,5
845,341,40,Male,17.11250185,11.01336138,1.1,5
846,342,38,Female,11.40790949,6.455464931,1.1,5
847,342,77,Female,11.40790949,6.455464931,1.1,5
848,342,50,Female,11.40790949,6.455464931,1.1,5
849,343,73,Female,17.5990984,6,1.1,5
850,343,74,Male,17.5990984,6,1.1,5
851,343,65,Female,17.5990984,6,1.1,5
852,344,71,Female,17.59245746,6.717476485,1.1,5
853,344,60,Female,17.59245746,6.717476485,1.1,5
854,345,80,Male,11.40413292,6,1.1,5
855,345,80,Male,11.40413292,6,1.1,5
856,345,54,Female,11.40413292,6,1.1,5
857,346,41,Male,16.91847599,7.312311415,1.1,5
858,346,43,Female,16.91847599,7.312311415,1.1,5
859,347,54,Male,20,7.467267228,1.1,5
860,347,78,Female,20,7.467267228,1.1,5
861,348,45,Male,13.32835355,7.711175223,1.1,5
862,348,36,Male,13.32835355,7.711175223,1.1,5
863,349,74,Female,17.53471272,6,1.1,5
864,349,63,Female,17.53471272,6,1.1,5
865,349,57,Female,17.53471272,6,1.1,5
866,350,71,Female,12.65339446,7.441422582,1.1,5
867,350,55,Female,12.65339446,7.441422582,1.1,5
868,351,64,Male,18.33213425,7.620900161,1.1,5
869,351,40,Female,18.33213425,7.620900161,1.1,5
870,352,66,Female,15.74947416,6,1.1,5
871,352,69,Female,15.74947416,6,1.1,5
872,353,61,Female,19.95574617,8.910731279,1.1,5
873,353,48,Female,19.95574617,8.910731279,1.1,5
874,353,75,Male,19.95574617,8.910731279,1.1,5
875,354,66,Male,10.62308781,8.568341758,1.1,5
876,354,54,Male,10.62308781,8.568341758,1.1,5
877,355,56,Male,14.84610634,11.59923872,1.1,5
878,355,38,Male,14.84610634,11.59923872,1.1,5
879,356,73,Male,13.41922447,7.313405975,1.1,5
880,356,64,Male,13.41922447,7.313405975,1.1,5
881,356,74,Female,13.41922447,7.313405975,1.1,5
882,357,72,Male,14.40820539,7.093467055,1.1,5
883,357,68,Female,14.40820539,7.093467055,1.1,5
884,358,52,Female,13.11126377,7.193171668,1.1,5
885,358,56,Male,13.11126377,7.193171668,1.1,5
886,359,73,Female,12.49846926,7.139532462,1.1,5
887,359,69,Female,12.49846926,7.139532462,1.1,5
888,360,64,Female,16.73616712,6,1.1,5
889,360,37,Male,16.73616712,6,1.1,5
890,360,79,Female,16.73616712,6,1.1,5
891,361,42,Male,11.73725786,6,1.1,5
892,361,43,Male,11.73725786,6,1.1,5
893,361,66,Female,11.73725786,6,1.1,5
894,362,65,Female,19.45209279,6.844922066,1.1,5
895,362,64,Female,19.45209279,6.844922066,1.1,5
896,363,59,Male,11.44138024,6,1.1,5
897,363,78,Male,11.44138024,6,1.1,5
898,364,53,Female,15.30323745,7.10947305,1.1,5
899,364,36,Female,15.30323745,7.10947305,1.1,5
900,365,78,Female,16.59896786,6,1.1,5
901,365,73,Female,16.59896786,6,1.1,5
902,365,55,Male,16.59896786,6,1.1,5
903,366,52,Female,16.76020602,6,1.1,5
904,366,44,Female,16.76020602,6,1.1,5
905,367,37,Male,14.09476001,6,1.1,5
906,367,40,Female,14.09476001,6,1.1,5
907,367,78,Male,14.09476001,6,1.1,5
908,368,65,Female,15.23850599,8.972116442,1.1,5
909,368,67,Female,15.23850599,8.972116442,1.1,5
910,369,78,Male,17.88379246,6,1.1,5
911,369,54,Female,17.88379246,6,1.1,5
912,369,76,Female,17.88379246,6,1.1,5
913,370,40,Female,10.63060225,6,1.1,5
914,370,74,Female,10.63060225,6,1.1,5
915,371,56,Male,12.65478087,7.159747637,1.1,5
916,371,78,Female,12.65478087,7.159747637,1.1,5
917,372,78,Female,15.96120694,6.354507276,1.1,5
918,372,68,Female,15.96120694,6.354507276,1.1,5
919,373,40,Male,13.66565406,7.292834357,1.1,5
920,373,44,Female,13.66565406,7.292834357,1.1,5
921,373,76,Male,13.66565406,7.292834357,1.1,5
922,374,41,Female,19.11001198,11.61012396,1.1,5
923,374,77,Female,19.11001198,11.61012396,1.1,5
924,374,51,Female,19.11001198,11.61012396,1.1,5
925,375,74,Female,17.01976159,6,1.1,5
926,375,71,Female,17.01976159,6,1.1,5
927,376,49,Male,15.21650026,6.38906072,1.1,5
928,376,51,Male,15.21650026,6.38906072,1.1,5
929,377,49,Female,10.47672805,6,1.1,5
930,377,79,Male,10.47672805,6,1.1,5
931,377,51,Female,10.47672805,6,1.1,5
932,378,55,Male,15.07830068,10.02479085,1.1,5
933,378,64,Male,15.07830068,10.02479085,1.1,5
934,379,70,Male,14.0507524,6,1.1,5
935,379,36,Female,14.0507524,6,1.1,5
936,380,46,Female,14.69296046,6.835826192,1.1,5
937,380,75,Female,14.69296046,6.835826192,1.1,5
938,380,61,Female,14.69296046,6.835826192,1.1,5
939,381,37,Male,11.45532232,8.574267229,1.1,5
940,381,53,Male,11.45532232,8.574267229,1.1,5
941,382,68,Male,16.49597413,6,1.1,5
942,382,58,Female,16.49597413,6,1.1,5
943,382,70,Male,16.49597413,6,1.1,5
944,383,61,Female,11.88313068,10.31035163,1.1,5
945,383,48,Female,11.88313068,10.31035163,1.1,5
946,383,74,Female,11.88313068,10.31035163,1.1,5
947,384,55,Male,14.32133406,8.351524831,1.1,5
948,384,56,Male,14.32133406,8.351524831,1.1,5
949,384,68,Male,14.32133406,8.351524831,1.1,5
950,385,57,Female,16.14427749,6,1.1,5
951,385,58,Female,16.14427749,6,1.1,5
952,385,71,Male,16.14427749,6,1.1,5
953,386,69,Male,12.64945263,7.909155618,1.1,5
954,386,71,Female,12.64945263,7.909155618,1.1,5
955,386,70,Female,12.64945263,7.909155618,1.1,5
956,387,79,Female,16.74897422,6.573385714,1.1,5
957,387,47,Female,16.74897422,6.573385714,1.1,5
958,387,38,Female,16.74897422,6.573385714,1.1,5
959,388,50,Female,11.0504688,7.626457544,1.1,5
960,388,76,Male,11.0504688,7.626457544,1.1,5
961,388,57,Female,11.0504688,7.626457544,1.1,5
962,389,66,Male,9,6.820049606,1.1,5
963,389,57,Male,9,6.820049606,1.1,5
964,389,39,Male,9,6.820049606,1.1,5
965,390,46,Male,16.39490397,9.141032074,1.1,5
966,390,67,Female,16.39490397,9.141032074,1.1,5
967,391,53,Male,17.52161948,6,1.1,5
968,391,73,Female,17.52161948,6,1.1,5
969,391,74,Female,17.52161948,6,1.1,5
970,392,50,Male,14.14246373,6,1.1,5
971,392,78,Male,14.14246373,6,1.1,5
972,393,44,Male,16.51237876,6.501618644,1.1,5
973,393,42,Male,16.51237876,6.501618644,1.1,5
974,394,54,Male,11.53225042,6,1.1,5
975,394,52,Male,11.53225042,6,1.1,5
976,395,72,Female,14.61855418,6,1.1,5
977,395,73,Female,14.61855418,6,1.1,5
978,396,65,Female,9.175444872,6.964039519,1.1,5
979,396,68,Female,9.175444872,6.964039519,1.1,5
980,397,61,Male,18.54354267,6.735649734,1.1,5
981,397,46,Male,18.54354267,6.735649734,1.1,5
982,398,47,Male,20,6,1.1,5
983,398,62,Male,20,6,1.1,5
984,399,62,Female,18.22203678,9.081146911,1.1,5
985,399,78,Female,18.22203678,9.081146911,1.1,5
986,399,41,Male,18.22203678,9.081146911,1.1,5
987,400,76,Female,14.9179591,7.499451472,1.1,5
988,400,73,Female,14.9179591,7.499451472,1.1,5
989,400,63,Male,14.9179591,7.499451472,1.1,5
990,401,44,Female,14.90000897,11.83241475,1.1,5
991,401,42,Female,14.90000897,11.83241475,1.1,5
992,402,46,Male,10.45179713,8.370396476,1.1,5
993,402,80,Female,10.45179713,8.370396476,1.1,5
994,403,66,Female,17.37115603,6.106081382,1.1,5
995,403,55,Male,17.37115603,6.106081382,1.1,5
996,404,65,Male,14.36779746,12.59478229,1.1,5
997,404,53,Male,14.36779746,12.59478229,1.1,5
998,405,73,Female,13.02977122,12.66445205,1.1,5
999,405,58,Male,13.02977122,12.66445205,1.1,5
1000,405,43,Male,13.02977122,12.66445205,1.1,5
